,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level
10,10,10,10,10,10,10,10,10,OPERATIONAL,"Pfingstweidstrasse 106, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Hard Turm Park,"[{'height': 1534, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106655001011950090422"">Hans Peter Stauss</a>'], 'photo_reference': 'Aap_uEArwzkZ2MaaCLUwwN9PkX_rp6Qu3u9Ki6SK6BLMSfY_6eD4j78OUp_ZLqooHNH9miBfQ1VFOsJmcCIJfqOVqEf7fmTPqWc5y-eGDork-ly-V9EfgJ4qmJ3wIgapYRFz7nB6jgvzS46X3ZFPLB3NkDB-rYzJ6kV1Sms7op5ZiZjf_4p1', 'width': 2048}]",ChIJPWPbBkkKkEcR8X-nb94BlVI,4.1,ChIJPWPbBkkKkEcR8X-nb94BlVI,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",213,47.39111610000001,8.508011400000001,47.39238192989273,8.509262329892723,47.38968227010728,8.506562670107279,True,9GR5+C6 Zürich,8FVC9GR5+C6,
11,11,11,11,11,11,11,11,11,OPERATIONAL,"Vulkanpl., 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Westlink,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108636951305572427210"">Coop Zuerich Westlink</a>'], 'photo_reference': 'Aap_uEAXe0-tksVoQNvXHqtBmhNsZLAZjdtLMaoWNDjQ8gtH4ibDZ4Vd6KnSPskjWmqmzCP6RADxuRQcGH7OAiUawdcpJOoN4IgeC4AY3nMfSkMt43kbtXf68yX_YBMsEHipIRR95wZWqWjHXpotyPcZ7ZHl1dSG6l8napWWmDggrt_-uy-H', 'width': 2000}]",ChIJn6zJrbcLkEcRbx0r_Fr7fVA,4.1,ChIJn6zJrbcLkEcRbx0r_Fr7fVA,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",410,47.3921128,8.490128599999998,47.393494829892724,8.491498979892722,47.39079517010727,8.488799320107278,True,9FRR+R3 Zürich,8FVC9FRR+R3,
12,12,12,12,12,12,12,12,12,OPERATIONAL,"Röschibachstrasse 22, 8037 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Wipkingerbrücke,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100733895743810115579"">elias meier</a>'], 'photo_reference': 'Aap_uEDctyIi0Egrseo7XkdPdQJs31ZukNcsxpvpG8-Zb0w-0-IvKh7IdyOS9bbUeQ16uGyzWmSVRACZxtNxaioa-Tps1Xvocpj3q4lK5PhP7vaJMVluFWX3AGNv-3Rgv8K8eL2MWwQlVbdlqKY_pYKcyJ1VVg2CCWsR2r-bl2wHC8rfhjIC', 'width': 2560}]",ChIJ-Vog-GkKkEcRSpN3HDvClnY,3.9,ChIJ-Vog-GkKkEcRSpN3HDvClnY,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",287,47.392770899999995,8.524650999999999,47.39408792989272,8.525925279892721,47.39138827010727,8.523225620107278,True,9GVF+4V Zürich,8FVC9GVF+4V,
13,13,13,13,13,13,13,13,13,OPERATIONAL,"Maschinenstrasse 10, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Pfingstweidstrasse Prime 2,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108654833827434771284"">Michael Francois</a>'], 'photo_reference': 'Aap_uECNi0zWNHEaA214NC7hFIrfi3CoG0F6gm_E6b8eJd67t8kXbcWKF7lwsdNvnFDQutjC4QIuI3xNzeFkBCo7AgBuQv1e6TGyqwUYjRnMM2r9pGgPYtpilUf1DAdMoLfg7SYSAB3nkSLi9BNHM_tQx5xYMWG5hNkQg6yq7WmsmsDzVJ1B', 'width': 4032}]",ChIJuYcXq00LkEcRwkQs_vtH_X4,4.5,ChIJuYcXq00LkEcRwkQs_vtH_X4,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",67,47.387401000000004,8.517362,47.388610879892724,8.518567929892724,47.38591122010727,8.51586827010728,True,9GP8+XW Zürich,8FVC9GP8+XW,
14,14,14,14,14,14,14,14,14,OPERATIONAL,"Röntgenstrasse 48, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Josefstrasse,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103253571590544543036"">antawirya husen</a>'], 'photo_reference': 'Aap_uEDjq6j4y7BKsiRcMWqBKN6kg5EspxJgb8Ku69TKNpZIPCezldUMUyxbPn5FV2g5J7_P9jhCnDDv5gMxps3wD5FOf-h1YRh3pWV7FRf8Rc_prt6BrHfQiXdVj3E-J2B5cLMCDqtEOjR4_u0ZIRl-zS5jnWwgzNctoMtB2wMTD1TZLW7w', 'width': 3024}]",ChIJBw6ifhQKkEcRfijxLgDRXOQ,4.0,ChIJBw6ifhQKkEcRfijxLgDRXOQ,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",187,47.3847527,8.527192099999999,47.38617842989272,8.528478879892718,47.38347877010727,8.525779220107275,True,9GMG+WV Zürich,8FVC9GMG+WV,
15,15,15,15,15,15,15,15,15,OPERATIONAL,"Uetlibergstrasse 20, 8045 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Manessehof,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106654135717202112007"">Coop</a>'], 'photo_reference': 'Aap_uEA_EJY5bU1JO6XJNChM5-6oJ4bGZJibUZr0EMtA6JZVevMJd5t42YOXy6m15QHgTfSW58XLofQwZHryTQt3cnxsJxuX0sT_iAcI_U1pTcj4SQwJVW_lIdLDqBVStfK_T9s71sEatNl3w1spBSZxEDOJTdu_6wkeJp9egmFBsWWuHaIJ', 'width': 2000}]",ChIJHVi3JfQJkEcRJv9MWJcnqMA,4.0,ChIJHVi3JfQJkEcRJv9MWJcnqMA,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",231,47.3648791,8.5210603,47.36624332989272,8.522502279892722,47.363543670107276,8.519802620107278,True,9G7C+XC Zürich,8FVC9G7C+XC,
16,16,16,16,16,16,16,16,16,OPERATIONAL,"Badenerstrasse 650, 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Altstetten,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106117847341213889319"">Coop Zuerich Altstetten</a>'], 'photo_reference': 'Aap_uECSsewmCvVQB4UFBmi1MpLhoTQaknCEyloIBnXlOfNL2cNr5bg-Gpj5JAoonjmUUgvmOXWiOU3jvlZoH6wH-RitLai3cK9d3MO1gYsW5Mt_ftsnKlskXXry3KOAzQxwCN7CcxujHjlwBqzl4zn23w7mh9L9ZvJQ1G_bGouO89tVudgI', 'width': 3000}]",ChIJeZIZA8kLkEcR6jYDL44vL-4,4.1,ChIJeZIZA8kLkEcR6jYDL44vL-4,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",290,47.3875672,8.489013499999999,47.38876337989272,8.490177029892724,47.386063720107266,8.48747737010728,True,9FQQ+2J Zürich,8FVC9FQQ+2J,
17,17,17,17,17,17,17,17,17,OPERATIONAL,"Badenerstrasse 120, 8004 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Pronto Shop,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118034727753065869595"">Leonardo Mastrostefano</a>'], 'photo_reference': 'Aap_uEDoaFzh7B8Tv6Rk8Mdn1BSoHp2iHdnw_VsNaEkrgdcVy4bwqzTbohAqqXPpZKVAtDgh9MR5WH8B8X0peJ47D9eLkwsqiyBdZch0I_Z24UA8mEik-NJkd91WK57yt0NRazbrNcGYKozWlDKgWskWNnTwIhTdJYb8TJuoLruVhqLURgtz', 'width': 4032}]",ChIJe49XbxkKkEcRUeDMJLBF5V4,4.1,ChIJe49XbxkKkEcRUeDMJLBF5V4,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",42,47.374424,8.5237379,47.37580017989272,8.525331479892722,47.37310052010728,8.522631820107279,True,9GFF+QF Zürich,8FVC9GFF+QF,
18,18,18,18,18,18,18,18,18,OPERATIONAL,"Hardstrasse 221, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Pronto Shop,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104838941012286215656"">Ueli Konrad</a>'], 'photo_reference': 'Aap_uEASSoGSeDqJ_6DJWgL3YTp4jQ8S6Qi3brWk-8uGw6AMJzG7z4aJNJ-4MpyRr3CT9Or6AmD1kQFV2CEKAIhrRLUPjCN_CnpJoFpsSfq9d99NSdVuqweFfcz6pdeyUXc4d0RrHGcFLsaM0Y0XhqRLVz8xncSqrd6yWWOAns0X6SmfCSyM', 'width': 4096}]",ChIJS-n6eD8KkEcRp-VCGao7OuA,4.0,ChIJS-n6eD8KkEcRp-VCGao7OuA,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",145,47.38645220000001,8.517712399999999,47.38788507989272,8.518896479892721,47.38518542010728,8.516196820107277,True,9GP9+H3 Zürich,8FVC9GP9+H3,
19,19,19,19,19,19,19,19,19,OPERATIONAL,"Albisriederstrasse 334, 8047 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich A-Park,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113893906718199051156"">Mario Frei</a>'], 'photo_reference': 'Aap_uEBRtOYUy10LKlhODieN3gxh0Dvc1qWkDNWYV9vArPUb6I3DBaRJzFgaiRmGgPDvSXLkw4kghMbDb66lBpduXjKDjaJx5l40a1ou9CQnuSzRg-YyZCqESfqqhr8GVpAnkEQ0T5BYT6wZQlq8OaqTAQNm7g1DzvfstvrEInqBOfkfUYW8', 'width': 2048}]",ChIJe_dIMdcLkEcRAcqzjn6bRd8,4.0,ChIJe_dIMdcLkEcRAcqzjn6bRd8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",361,47.3761878,8.4870906,47.37753762989272,8.488440429892721,47.37483797010728,8.485740770107277,True,9FGP+FR Zürich,8FVC9FGP+FR,
20,20,20,20,20,20,20,20,20,OPERATIONAL,"Bahnhofbrücke 1, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Bahnhofbrücke,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106178746307193651796"">Marius Puzauskas</a>'], 'photo_reference': 'Aap_uEBs4dET--f1ZjVme3iamLqNyxt87aO1fZhedbigPq4vNDB88Jo9FlduFIUdKHaixztYI2L8owxOOLiIzac2cWpCi9qSGDvCZL3UUMYnDcyu_7X_kmH7-yi8dL9kiffvP_jiBDDgM6WvTugmcrMX4Vo4vJojrWsb7s_mDbVt2V5QCxiG', 'width': 4608}]",ChIJBUuIDAgKkEcR6dqDd_VHtbA,4.3,ChIJBUuIDAgKkEcR6dqDd_VHtbA,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",2899,47.3764584,8.5423575,47.37802197989272,8.54361672989272,47.375322320107266,8.540917070107279,True,9GGR+HW Zürich,8FVC9GGR+HW,2.0
21,21,21,21,21,21,21,21,21,OPERATIONAL,"Stadelhoferstrasse 10, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,coop Zürich Stadelhofen,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109456292964978827995"">Patrick Hediger</a>'], 'photo_reference': 'Aap_uEBQjkLpLGsiD37u5LIcNn62CbUmq2EqTKiO2rw0XuOL26pqqycX8xuBMUJXkiuG2nimPh732sgldcJR_XjCL6zavhnX2e-_fBa9APBPXEgv94KS0cKnV8SlI18Me3KjUj2zJ-HWEMcsd_quu65CHMH0-uTPoGUPG_3IhUDGXJSruUxf', 'width': 4032}]",ChIJe4Xxp-ChmkcRQoDwtFTPTeQ,4.2,ChIJe4Xxp-ChmkcRQoDwtFTPTeQ,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",446,47.3665879,8.5478226,47.36791227989272,8.549140529892723,47.36521262010727,8.54644087010728,True,9G8X+J4 Zürich,8FVC9G8X+J4,
